°íÀ¯¹øÈ£,¾ğ¾î,»óÈ£¸í,ÄÜÅÙÃ÷URL,ÁÖ¼Ò,½ÅÁÖ¼Ò,ÀüÈ­¹øÈ£,À¥»çÀÌÆ®,¿î¿µ½Ã°£,±³ÅëÁ¤º¸,È¨ÆäÀÌÁö ¾ğ¾î,´ëÇ¥¸Ş´º
6343,ko,ÇÑ¿ìÁıÀ§,https://korean.visitseoul.net/restaurants/ÇÑ¿ìÁıÀ§-KR/KOP006341?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006341,150-010 ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ¿©ÀÇµµµ¿ 43-4,07333 ¼­¿ïÆ¯º°½Ã ¿µµîÆ÷±¸ ±¹Á¦±İÀ¶·Î 86 (¿©ÀÇµµµ¿) ,02-780-2528,,11:00 ~ 22:00,"ÁöÇÏÃ¶ 9È£¼±/ ½Å¸²¼±  »û°­¿ª  2¹ø Ãâ±¸,  381m",,¼Ò°í±â±¸ÀÌ
5497,zh-TW,?ÓÁùõÖç(Cheongdamgol),https://tchinese.visitseoul.net/restaurants/?ÓÁùõÖçCheongdamgol2/TCP005496?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP005496,135-949 âÏì³÷åÜ¬ã¼Ë°ÑõÏ¡ôèÓÁÔ× 19-17,06064 âÏì³ã¼Ë°ÑõÏ¡à¾×ÕÖØ148Ê¶48 ,-1715,,10:30 ~ 16:00 / 17:00 ~ 21:50 (KST),"ò¢ôÑ 7ûÜàÊ/â©ìÒİÎÓĞàÊ  Ë°ÑõÏ¡ôæ ó×  4ûÜõóÏ¢,  797m",,ìéÚõùÛÏĞóø
49829,zh-TW,CAFE POKPO øîøÖ??ôæ,https://tchinese.visitseoul.net/restaurants/CAFEPOKPO/TCPaahwxc?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPaahwxc, âÏì³÷åÜ¬ã¼à¤ÓŞÚ¦Ï¡æÅıûÖØ262-24£¬CAFE POKPO ,03653 âÏì³÷åÜ¬ã¼à¤ÓŞÚ¦Ï¡æÅıûÖØ262-24£¬CAFE POKPO ,-11362,https://www.instagram.com/cafe.pokpo,10:00-21:00,ò¢ôÑ3ûÜàÊûğğ­ó×3ûÜõóÏ¢£¬1.2km,"ùÛÙş,çÈÙş",
14189,zh-TW,Yeongdong Jokbal,https://tchinese.visitseoul.net/restaurants/Yeongdong-Jokbal-TC/TCP014185?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014185,137-130 âÏì³ã¼ßúõ®Ï¡åĞî¦Ô×1-8 ,06738 âÏì³ã¼ßúõ®Ï¡Ñõİ»âàü»ÖØ2628-18 ,-2101,http://www.youngdongjokbal.com/,øÁìí12:00~23:00¡¢ñÎ×¿11:30~22:00¡¢ñÎìí11:30~21:00 KST,"ò¢ôÑ3ûÜàÊ/ãæİÎÓĞ?  ÕŞî¦ó×  5ûÜõóÏ¢,  375m",,
38070,zh-TW,Cafe Layered THEúŞÓÛâÏì³ïÁ,https://tchinese.visitseoul.net/restaurants/Cafe-Layered-THEúŞÓÛâÏì³ïÁ/TCP038027?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP038027, âÏì³çµÔôøİÏ¡æ£ëøÓöÔ×22 ,07335 âÏì³çµÔôøİÏ¡æ£ëøÓŞÖØ108£¨æ£ëøÓöÔ×£¬Parc1£© THEúŞÓÛâÏì³ò¢ù»1öµ,-11748,https://www.instagram.com/cafe_layered/,øÁìí£º10:30 ~ 20:00 (KST) ñÎØÇ£º10:30 ~ 20:30 (KST),"ò¢ôÑ 5ûÜàÊ  æ£ëøÔ¤Ï¢ó× 1ûÜõóÏ¢ ,  312m",,"Ôş×ÍŞÉË¬?£º5,300ùÛêª ßªúÅ?êúŞÉË¬?£º5,500ùÛêª õ®?ŞÉË¬?£º5,200ùÛêª "
48929,en,Antique Coffee Yeonnam Branch,https://english.visitseoul.net/restaurants/ANTIQUE-COFFEE/ENPfru4mc?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPfru4mc," 1F, 25-1 Yeonhui-ro, Mapo-gu, Seoul ","03985 1F, 25-1 Yeonhui-ro, Mapo-gu, Seoul ",-2334,,Daily 10:00?22:00 ,"Subway Line 2 / Gyeongui?Jungang Line / Airport Railroad, Hongik Univ. Station, Exit 3, 384m ",,
6520,ko,Àå»ç¶û,https://korean.visitseoul.net/restaurants/Àå»ç¶û/KOP006520?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006520,135-895 ¼­¿ï °­³²±¸ ½Å»çµ¿ 624-47 ,06023 ¼­¿ï °­³²±¸ ¾ğÁÖ·Î165±æ 7-4 (½Å»çµ¿) ,02-546-9994,,¸ÅÀÏ 11:00 ~ 16:00 / 17:00 ~ 21:00,"ÁöÇÏÃ¶ 3È£¼± ¾Ğ±¸Á¤¿ª 3¹ø Ãâ±¸,  443m",,"°ïµå·¹¼Ü¹ä,¹Ù½ÏºÒ°í±âÁ¤½Ä,µé±ú¼öÁ¦ºñ, °íµî¾î±¸ÀÌ"
13369,zh-TW,Petra,https://tchinese.visitseoul.net/restaurants/Petra/TCP013369?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013369,140-200 âÏì³÷åÜ¬ã¼×£ß£Ï¡ì±÷ÁêÂÔ× 552,04345 âÏì³ã¼éÌß£Ï¡ÖàŞíøÀÓŞÖØ40Ê¶33 2×§,-5143,,11:30 ~ 22:00 (KST),ò¢ôÑ6ûÜàÊÖàŞíøÀó×1ûÜõóÏ¢,,
14748,en,Gold Fish,https://english.visitseoul.net/restaurants/Gold-Fish-en/ENP014746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014746,"135-889 657-5, Sinsa-dong, Gangnam-gu, Seoul ","06018 35, Apgujeong-ro 48-gil, Gangnam-gu, Seoul ",-7036,,11:30 - 15:00 / 17:30 -  21:40 (KST),"Subway Suin-Bundang Line  Apgujeong Rodeo Station  Exit 5,  411m",,Dim sum
14749,zh-TW,üÜĞİåà,https://tchinese.visitseoul.net/restaurants/üÜĞİåàGold-fish-tc/TCP014746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014746,135-889 âÏì³ã¼Ë°ÑõÏ¡ãæŞŞÔ×657-5 ,06018 âÏì³ã¼Ë°ÑõÏ¡ääÏÎïÍÖØ48Ê¶35 ,-7036,,11:30 ~ 15:00 / 17:30 ~ 21:40 (KST),"ò¢ôÑâ©ìÒİÎÓĞàÊ  ääÏÎïÍÔşÓìçóó×  5ûÜõóÏ¢,  411m",,
13495,ja,«½«×«Á«³«¸,https://japanese.visitseoul.net/restaurants/seopji-koji-jp/JPP013494?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP013494,136-823 «½«¦«ëã¼àòİÁ?àòİÁÔ×97-24 ,02837 «½«¦«ëã¼«½«ó«Ö(àòİÁ)?«½«ó«Ö«¯«í118-5 ,-9193,,11:00 ? 22:00 (KST),"ò¢ù»?4?àÊ¡¸«Ï«ó«½«ó«Ç«¤«×«¯(«µ«à«½«ó«®«ç)¡¹? 5ÛãõóÏ¢,  1.2km",,í©ãó
13494,ko,¼·ÁöÄÚÁö,https://korean.visitseoul.net/restaurants/¼·ÁöÄÚÁö1/KOP013494?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013494,136-823 ¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏµ¿ 97-24,02837 ¼­¿ïÆ¯º°½Ã ¼ººÏ±¸ ¼ººÏ·Î 118-5 (¼ººÏµ¿) ,02-3673-5600,,¸ÅÀÏ 11:00 ~ 22:00,"ÁöÇÏÃ¶ 4È£¼± ÇÑ¼º´ëÀÔ±¸¿ª 5¹ø Ãâ±¸,  1.2km",,"È¸ÄÚ½º, ¿Áµ¼±¸ÀÌ, º¹ÅÁ, ¹Î¾îÅÁ"
5155,en,Gisoya,https://english.visitseoul.net/restaurants/Gisoya3/ENP005151?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005151,"135-090 157-19, Samseong-dong, Gangnam-gu, Seoul ","06168 13, Samseong-ro 92-gil, Gangnam-gu, Seoul ",-7551,http://www.kisoya.co.kr/,Daily 11:00 - 20:30 (KST),"Subway Line 2  Samseong Station  Exit 5,  485m",KOR,
6521,ja,«Á«ã«ó«µ«é«ó,https://japanese.visitseoul.net/restaurants/«Á«ã«ó«µ«é«ó/JPP006520?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006520,135-895 «½«¦«ëã¼Ë°Ñõ?ãæŞŞÔ×624-47 ,06023 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«ª«ó«¸«å«í165«®«ë7-4 (ãæŞŞÔ×),-10460,,11:00 ~ 16:00 / 17:00 ~ 21:00 (KST),"ò¢ù»?3?àÊ¡¸«¢«Ã«¯«¸«ç«ó¡¹? 3ÛãõóÏ¢,  443m",,«³«ó«É«¥«ì¡¤«É«ë«½«Ã«Ñ«×(ÍÔÕò«¢«¶«ßìıªêİ¼Úù)¡¢«È«¥«ë«±¡¤«¹«¸«§«Ó(«¨«´«Şª¹ª¤ªÈªó)¡¢«µ«ĞªÎœ×?ª­¡¢«×«ë«´«®ïÒãİ
13132,ko,±ê´ëºÀ³Ã¸é,https://korean.visitseoul.net/restaurants/±ê´ëºÀ³Ã¸é-KR/KOP013129?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013129,110-862 ¼­¿ï Áß±¸ È²ÇĞµ¿ 2545 56-25,03108 ¼­¿ï Áß±¸ Ã»°èÃµ·Î 400 º£³×Ä¡¾Æ¸Ş°¡¸ô 2Ãş 2038È£ ,02-762-4407,,11:00 ~ 20:30,"ÁöÇÏÃ¶ 1/2È£¼±/¿ìÀÌ½Å¼³¼± ½Å¼³µ¿¿ª 10¹ø Ãâ±¸,  620m  ",,"³Ã¸é, ¸¸µÎ"
3017,ja,«Á«ó«¸«ó¡¤«Ş«ó«É«¥,https://japanese.visitseoul.net/restaurants/«Á«ó«¸«ó¡¤«Ş«ó«É«¥-JP/JPP003016?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP003016,150-886 «½«¦«ëçµÔôøİ?æ£ëøÓöÔ×36-4 36-4,07331 «½«¦«ëã¼«è«ó«É«¥«ó«İ«°(çµÔôøİ?)«¯«¯«Á«§«°«ß«å«ó«í8«®«ë34 ,-8567,,11:00 ~ 15:00 / 17:00 ~ 21:00 (KST),"ò¢ù»?9?àÊ ¡¸«»«Ã«««ó¡¹? 1ÛãõóÏ¢,  353m ò¢ù»?5?àÊ ¡¸«è«¤«É¡¹? 5ÛãõóÏ¢,  300m  ",,«®«ç?«¶
47985,en,Proper Coffee Bar 2nd Branch,https://english.visitseoul.net/restaurants/propercoffebar2/ENP322q02?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP322q02, ¼­¿ï ¼ÛÆÄ±¸ ¹æÀÌµ¿ 217 ,"05647 1st floor, 20, Ogeum-ro 31ga-gil, Songpa-gu, Seoul ",-2530,,09:00~22:00,"Subway Line 5  Bangi Station  Exit 3,  427m ",,
47986,ja,PROPPER COFFEE BAR 2?ïÁ,https://japanese.visitseoul.net/restaurants/propercoffebar2/JPP322q02?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP322q02, ¼­¿ï ¼ÛÆÄ±¸ ¹æÀÌµ¿ 217 ,05647 «½«¦«ëã¼«½«ó«Ñ(áæ÷ç)?«ª«°«à«í31«®«ë20 1Í­ ,-2530,,9:00-22:00,"ò¢ù»?5?àÊ¡¸«Ñ«ó«¤(Û»ì¿)¡¹? 3ÛãõóÏ¢,  427£í",,
44954,en,Petra,https://english.visitseoul.net/restaurants/Petra-Resturant/ENP6rh3lw?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP6rh3lw," 552, Itaewon-dong, Yongsan-gu, Seoul, Korea ","04345 33, Noksapyeong-daero 40-gil, Yongsan-gu, Seoul, Korea (ÀÌÅÂ¿øµ¿) 2F",-5143,,11:30 AM - 09:00 PM,"Exit 1 of Noksapyeong Station, Line 6",,"Biryani, Mandi, Kapsa"
44982,en,Sushi Hanpan Starfield COEX Mall,https://english.visitseoul.net/restaurants/Sushi-Hanpan-/ENPdwsmzm?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENPdwsmzm," 159, Samseong-dong, Gangnam-gu, Seoul, Korea L129","06164 524, Bongeunsa-ro, Gangnam-gu, Seoul, Korea (»ï¼ºµ¿, ÄÚ¿¢½ºÀÎÅÍÄÜÆ¼³ÙÅ»¼­¿ï) L129",-4903,,11:00 AM - 10:00 PM,"Exit 7 of Bongeunsa Station, Line 9",,"Assorted Set, Tuna Set"
2490,en,[Baeknyeon-gage] Samwon Garden,https://english.visitseoul.net/restaurants/Samwongarden/ENP002488?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP002488,"135-120 Sinsa-dong, Gangnam-gu, Seoul 623-5,","135-120 835, Eonju-ro, Gangnam-gu, Seoul ",-3498,http://www.samwongarden.com/,Mon-Fri 11:30-14:30 / 17:30-21:30 Sat-Sun 11:30-14:30 / 17:00-21:30 ,"Subway  Line 3 Apgujeong  Station  Exit 3,  682m",,Bulgogi Grilled seasoned beef ribs Grilled fresh beef sirloin
6411,ja,«Ï«à«Ô«ç«ó¡¤«ß«ç«Î«¯,https://japanese.visitseoul.net/restaurants/«Ï«à«Ô«ç«ó¡¤«ß«ç«Î«¯/JPP006407?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006407,120-160 «½«¦«ëã¼à¤ÓŞÚ¦?ÓŞãæÔ×85 ,03721 «½«¦«ëã¼«½«Ç«à«ó(à¤ÓŞÚ¦)?«½«ó«µ«ó«í527 (ÓŞãæÔ×),-3828,,øÁìí 11:00 ~ 21:00 (KST) ÷Ïèøìí 11:00 ~ 15:00 (KST),"ò¢ù»? 2?àÊ¡¸«¤«Ç¡¹? 2ÛãõóÏ¢,  1200m ò¢ù»? «­«ç«ó«¤¡¤«Á«å«ó«¢«ó(ÌÈëù?ñéäç)àÊ  ¡¸ «·«ó«Á«ç«ó(ãæõ½)¡¹?  2ÛãõóÏ¢,  562m",,«Ş«ó«É«¥¡¤«¸«ç«ó«´«ë(Îõí­ªÎĞöª»Î§)¡¢«ª«Ü«¯«¸«§«ó«Ğ«ó(«Ô«ç«ó«ä«óéÚë¿Î§)¡¢«««ë«Ó«¿«ó¡¢ÕÒ?
48930,zh-TW,Í¯ù¦??ôæ£¨Antique Coffee£©æÅÑõïÁ,https://tchinese.visitseoul.net/restaurants/ANTIQUE-COFFEE/TCPfru4mc?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPfru4mc, âÏì³÷åÜ¬ã¼Ø«øİÏ¡æÅıûÖØ25-1 £¬1F£¬ Antique Coffee ,03985 âÏì³÷åÜ¬ã¼Ø«øİÏ¡æÅıûÖØ25-1 £¬1F£¬ Antique Coffee ,-2334,,Øßìí 10:00ò¸22:00 ,ò¢ôÑ2ûÜàÊ¡¢ÌÈëùñéäçàÊ¡¢Ñ¦íŞôÑÔ³ûğÓŞìıÏ¢ó×3ûÜõóÏ¢£¬384m ,,
48909,ko,ÀÎÇö°ñ¹æ ,https://korean.visitseoul.net/restaurants/inhyungolbang/KOPqlv92h?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPqlv92h, ¼­¿ï Áß±¸ ÀÎÇöµ¿1°¡ 87-20 ,04556 ¼­¿ï Áß±¸ ¸¶¸¥³»·Î 60-1 2Ãş ,0507-1419-8720,https://www.instagram.com/inhyungolbang/,"¿ù,¼ö,ÀÏ : 17:00~23:00 È­, ¸ñ, ±İ, Åä : 17:00~01:00","ÁöÇÏÃ¶ 2È£¼±/3È£¼±, À»Áö·Î3°¡¿ª 8¹øÃâ±¸, 235m",ÇÑ±¹¾î,
14618,en,Mother and Daughter's Gimbap,https://english.visitseoul.net/restaurants/Mother-and-Daughters-Gimbap1/ENP014615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014615,"110-833 Yeji-dong Jongno-gu, Seoul 6-1","03195 88, Changgyeonggung-ro, Jongno-gu, Seoul ",-10523,,Daily 09:00-21:00 KST,"Subway Line 1 Jongno 5(o)-ga Station  Exit 8,  99m ",,Gimbap
12295,ko,¿µ´öÈ¸½Ä´ç,https://korean.visitseoul.net/restaurants/¿µ´öÈ¸½Ä´ç/KOP012294?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP012294,100-863 ¼­¿ïÆ¯º°½Ã Áß±¸ Ãæ¹«·Î4°¡ 56-3,04558 ¼­¿ïÆ¯º°½Ã Áß±¸ Ã¢°æ±Ã·Î1±æ 6 (Ãæ¹«·Î4°¡) ,02-2267-0942,,ÆòÀÏ 12:00 ~ 20:50 Åä¿äÀÏ 12:00 ~ 16:50,"ÁöÇÏÃ¶ 3/4È£¼± Ãæ¹«·Î¿ª 8¹ø Ãâ±¸,  316m",,
14619,ja,«â«Ë«ç«­«à«Ğ«×,https://japanese.visitseoul.net/restaurants/«â«Ë«ç«­«à«Ğ«×/JPP014615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP014615,110-833 «½«¦«ëã¼ñ¤ÖØ??òªÔ× 6-1,03195 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«Á«ã«ó«®«ç«ó«°«ó«í88 ,-10523,,?ìí09:00~21:00KST,"ò¢ù»?1?àÊ¡¸«Á«ç«ó«Î«ª«¬¡¹? 8ÛãõóÏ¢,  99m",,«­«à«Ğ«×(ùÛ?ú­÷Ä?ª­)
14617,zh-TW,Ù½Ò³ú­÷ÄÚùÏì,https://tchinese.visitseoul.net/restaurants/Ù½Ò³ú­÷ÄÚùÏì1/TCP014615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014615,110-833 âÏì³ã¼ñ¤ÖØÏ¡ÖÉòªÔ× 6-1,03195 âÏì³ã¼ñ£ÖØÏ¡óãÌÔÏàÖØ88   ,-10523,,Øßô¸09:00~21:00 KST,"ò¢ôÑ1ûÜàÊ ñ¤ÖØ5Ê¶ó× 8ûÜõóÏ¢,  99m",,ËÎØÇú­÷ÄÚùÏì
8656,ja,«Ï«ë«â«Ë¡¤«Ò«ç«ó«Ç¡¤«Ê«Ã«Á«Á«Ö,https://japanese.visitseoul.net/restaurants/«Ï«ë«â«Ë¡¤«Ò«ç«ó«Ç¡¤«Ê«Ã«Á«Á«Ö/JPP008647?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP008647,135-890 «½«¦«ëã¼Ë°Ñõ?ãæŞŞÔ×550-3 ,06029 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«¢«Ã«¯«¸«ç«ó«í14«®«ë11 (ãæŞŞÔ×),-8484,,êÅ~÷Ï 11:30~15:00¡¢17:00~21:30 KST,"ò¢ù»?3?àÊ¡¸«¢«Ã«¯«¸«ç«ó¡¹? 5ÛãõóÏ¢,  597m ",,
13967,ko,¸¸Á·¿ÀÇâÁ·¹ß,https://korean.visitseoul.net/restaurants/¸¸Á·¿ÀÇâÁ·¹ß/KOP013964?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP013964, ¼­¿ïÆ¯º°½Ã Áß±¸ ÅÂÆò·Î2°¡ 318-1 ,04514 ¼­¿ïÆ¯º°½Ã Áß±¸ ¼­¼Ò¹®·Î 134-7 (¼­¼Ò¹®µ¿) ,02-753-4755,http://www.manjok.net/,ÆòÀÏ 11:30 ~ 22:00 ÁÖ¸» 12:00 ~ 22:00,"ÁöÇÏÃ¶  1/2È£¼± ½ÃÃ»¿ª 8¹ø Ãâ±¸,  70m",,
41768,ja,uphill namsan,https://japanese.visitseoul.net/restaurants/uphillnamsan-JPN/JPP041766?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP041766, «½«¦«ë×£ß£?×Ş÷ÁêÂÔ×5-27 ,04346 «½«¦«ëã¼«è«ó«µ«ó(×£ß£)?«Õ«§«Ê«à«í42«®«ë36 2Í­ ,-3907,https://app.catchtable.co.kr/ct/shop/uphill.namsan,øÁìí18:00?22:30  ñÎØÇ15:00?22:30,"ò¢ù»?6?àÊ¡¸«¤«Æ«¦«©«ó¡¹?2ÛãõóÏ¢,  980m",,«¢«Ô?«ë«¹«Æ?«­¡¢«È«ê«å«Õ«Á?«º«Ñ«¹«¿¡¢«İ«Ã«É«««×«é«ª«Ñ«¹«¿¡¢«°«ê«ë«É«µ«é«À
44939,en,Taco Loco,https://english.visitseoul.net/restaurants/TacoLoco/ENP65xuwo?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP65xuwo," 53-20, Changcheon-dong, Seodaemun-gu, Seoul, Korea ","03787 37, Yonsei-ro 7an-gil, Seodaemun-gu, Seoul, Korea (Ã¢Ãµµ¿) 1F",-6722,,11:00 - 21:30 (last order at 20:30) ,"Exit 1 of Sinchon Station, Line 2",,"Chicken Burrito, Beef Burrito"
42406,en,[Baeknyeon-gage] Songjugjang ,https://english.visitseoul.net/restaurants/Baeknyeon-gage-Songjugjang/ENP042268?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP042268,  ,"07301 203 Mullae-ro, Yeongdeungpo-gu, Seoul (1st to 3rd floor) (Yeongdeungpo-dong 4-ga) ",-3921,,"Daily 11:00-15:30, 17:00-21:30 (KST)","Subway Line 1  Yeongdeungpo Station  Exit 6, 369m",,"Noodles in black bean sauce, udon, spicy seafood noodle soup, Chinese cuisine"
44011,ko,·±´ø º£ÀÌ±Û ¹ÂÁö¾ö µµ»êÁ¡,https://korean.visitseoul.net/restaurants/LondonBagelMuseumDosan/KOPxyqzye?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOPxyqzye, ¼­¿ï °­³²±¸ ½Å»çµ¿ 642-25 ,"06017 ¼­¿ï °­³²±¸ ¾ğÁÖ·Î168±æ 33 (½Å»çµ¿) 1, 2Ãş ",,https://www.instagram.com/london.bagel.museum/,¸ÅÀÏ 08:00~18:00,"ÁöÇÏÃ¶ ¼öÀÎºĞ´ç¼± ¾Ğ±¸Á¤·Îµ¥¿À¿ª 5¹ø Ãâ±¸,  455m ",ÇÑ±¹¾î,"°¨ÀÚÄ¡Áî º£ÀÌ±Û, ÀáºÀ ¹öÅÍ »÷µåÀ§Ä¡"
42438,zh-TW,[ÛİÒ´ÖÕïÁ] ÚÇïÕãİÓÑ,https://tchinese.visitseoul.net/restaurants/ÛİÒ´ÖÕïÁ-ÚÇïÕãİÓÑ/TCP042257?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP042257, ¼­¿ï ±¤Áø±¸ ÀÚ¾çµ¿ 232-4 ,05054 âÏì³ã¼ÎÆòĞÏ¡ä±ó«ß£ÖØ42Ê¶ 41-4(í¹åÕÔ×) ,-3946,,"11:00~15:00, 16:30~22:00 (KST)","ò¢ôÑ 2ûÜàÊ Îúëñó× 4ûÜõóÏ¢,  680m",,ÛÜï·ë¿ğüùê¡¢â¢ÍïíÈ¥ÛÉ
37911,ja,CAFE«Ï«é«Ü«¸ÍïíŞ,https://japanese.visitseoul.net/restaurants/CAFE«Ï«é«Ü«¸ÍïíŞ/JPP037888?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP037888, «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«½«ó«¹Ô×2«¬309£­133 ,04781 «½«¦«ëã¼«½«ó«É«ó(àòÔÔ)?«½«ó«¹«¤«í7«¬«®«ë9(«½«ó«¹Ô×2«¬) CAFE«Ï«é«Ü«¸ÍïíŞ,-4043,http://gffactory.co.kr,11:00 KST ~ 22:00 KST,"ò¢ù»?2?àÊ¡¸«½«ó«¹(?â©)¡¹?  3ÛãõóÏ¢ ,  412m",,"«³?«Ò? \6,000?\8,000 «¨?«É/«««¯«Æ«ë \8,000?\13,000 «Ñ«¹«¿ \19,000~\23,000"
49274,zh-TW,lick sip êÎŞÍĞû?Ñ«×úÙ£ïÁ,https://tchinese.visitseoul.net/restaurants/lick-sip/TCPlj977b?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCPlj977b, âÏì³÷åÜ¬ã¼×£ß£Ï¡×Ş÷ÁêÂÖØ54Ê¶16-5£¬1F ,04400 âÏì³÷åÜ¬ã¼×£ß£Ï¡×Ş÷ÁêÂÖØ54Ê¶16-5£¬1F ,-9656,,ñÎì£¡¢ñÎß²£º18:00ò¸24:00 / ñÎŞÌ£º12:00ò¸24:00 / ñÎçé¡¢ñÎ×¿£º 12:00ò¸01:00 / ñÎìí£º13:00ò¸23:00,ò¢ôÑ6ûÜàÊùÓË°?ó×3ûÜõóÏ¢£¬345m,,
7463,zh-TW,ÔÊáøÛİ (µ·¼ö¹é),https://tchinese.visitseoul.net/restaurants/ÔÊáøÛİ-µ·¼ö¹é5/TCP007461?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP007461, âÏì³÷åÜ¬ã¼ñéÏ¡Ù¥Ô×2Ê¶105 164-24,04051 âÏì³÷åÜ¬ã¼Ø«øİÏ¡ûğìÌÖØ6Ê¶74 ,-3375,http://www.donsoobaek.com,24á³ãÁç½åö<BR>(àøÑ¢ìí20:00~àøÑ¢ìé09:00ıÌãÓ),ò¢ôÑ 2ûÜàÊ /ÌÈëùñéäçàÊ / Ñ¦íŞôÑÖØ  ûğÓŞìıÏ¢ó× 8ûÜõóÏ¢£¬129m  ,ùÛÙş,
6291,en,Heukdonga,https://english.visitseoul.net/restaurants/Heukdonga-EN/ENP006289?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006289,"135-090 Samseong-dong, Gangnam-gu, Seoul 147-15","06163 14 Bongeunsa-ro 86-gil, Gangnam-gu, Seoul ",-1979,,Weekdays 11:30 - 15:00 / 17:00 - 22:00 (KST) Weekends  11:30 - 22:00 (KST),"Subway Line 9  Samsung Jungang Station Exit 4,  311m ",,grilled pork
6293,zh-CN,ıÙÔÊÊ«(Heukdonga),https://chinese.visitseoul.net/restaurants/ıÙÔÊÊ«Heukdonga-CN/CNP006289?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006289,135-090 âÏ?÷å?ã¼Ë°Ñõ?ß²àòÔ× 147-15,06163 âÏ?ã¼Ë°Ñõ?ÜåëÚŞÑÖØ86Ê¶14 ,-1979,,øÁìí 11:30 ~ 15:00/17:00 ~ 22:00 (KST) ñ²ØÇ 11:30 ~ 22:00 (KST),"ò¢?9?? ß²àøñéäçó× 4?õóÏ¢,  311m  ",,?îÄë¿
283,ja,«È«ó«¤«ó(÷×ìÒ)ã¼íŞ,https://japanese.visitseoul.net/restaurants/tongin-market-jp/JPP000281?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP000281,110-043 «½«¦«ëã¼ñ£ÖØ?÷×ìÒÔ×10-3 ,03036 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«Á«ã«Ï«à«ó«í15«®«ë18 (÷×ìÒÔ×),-1553,,07:00-21:00 KST ¡Ø ïÁ?ªËªèªêì¶ªÊªë  ¡ØÜ§?«««Õ«§ ?åöãÁÊà â©èøìí?êÅèøìí 11:00?15:00¡¢÷Ï¡¤ìí 11:00?16:00  ,"ò¢ù»?3?àÊ¡¸«­«ç«ó«Ü«Ã«¯«ó(ïÙİ¤«½«¦«ë??)¡¹? 2ÛãõóÏ¢,  515m",,
